DISTRICT,STATION,TEMP,RH,WBGT,EHI,EHI_REGION,EHI_350 (shaded),REGION_350 (shaded),LOGGED_AT,LOGGED_AT (PST),EHI_350 (in shade),REGION_350 (in shade),Light Work Heat Stress Zone,,Hard Labor Heat Stress Zone,LOGGED_AT (IST),2025-05-03 08:27:28CENTRAL_DELHIPRAGATI_MAIDAN25.386.0,2025-05-03 08:27:28,CENTRAL_DELHI,PRAGATI_MAIDAN,25.3,86.0,27.4Zone 4,27.4,Zone 4,57.3Zone 5,57.3,Zone 5,2025-05-03 08:31:46CENTRAL_DELHIPRAGATI_MAIDAN25.386.0,2025-05-03 08:31:46
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,29.1,62.0,,31.4,,,,,,58.2,,Region 4,,Region 5,2025-05-03 18:47:24,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,29.8,61.0,,32.5,,,,,,59.6,,Region 4,,Region 5,2025-05-03 18:47:24,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,33.0,50.0,,36.4,,,,,,61.1,,Region 4,,Region 5,2025-05-03 18:47:24,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,29.5,53.0,,31.0,,,,,,50.8,,Region 4,,Region 5,2025-05-03 18:47:24,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,30.5,53.0,,32.5,,,,,,56.6,,Region 4,,Region 5,2025-05-03 18:47:24,,,,,,,,,,,,,,
DELHI,IGNOU,31.2,53.0,,33.7,,,,,,59.4,,Region 4,,Region 5,2025-05-03 18:47:24,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,30.0,59.0,,32.6,,,,,,59.3,,Region 4,,Region 5,2025-05-03 18:47:24,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,29.4,65.0,,32.4,,,,,,60.1,,Region 4,,Region 5,2025-05-03 18:47:24,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,31.2,73.0,,38.2,,,,,,65.1,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,29.7,65.0,,33.0,,,,,,60.5,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,28.3,70.0,,31.1,,,,,,59.6,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,29.9,64.0,,33.2,,,,,,60.6,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,29.2,61.0,,31.5,,,,,,57.8,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,31.1,70.0,,37.1,,,,,,64.1,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,29.0,61.0,,31.2,,,,,,56.7,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,29.8,54.0,,31.6,,,,,,53.8,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,29.7,64.0,,32.8,,,,,,60.3,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,28.9,68.0,,31.9,,,,,,60.1,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,32.4,50.0,,35.3,,,,,,60.2,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,28.6,57.0,,30.1,,,,,,50.0,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,29.9,54.0,,31.7,,,,,,54.3,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,30.1,52.0,,31.8,,,,,,53.2,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
DELHI,IGNOU,29.9,56.0,,32.0,,,,,,56.6,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,29.2,62.0,,31.6,,,,,,58.8,,Region 4,,Region 5,2025-05-03 19:38:06,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,29.4,69.0,,33.0,,,,,,61.1,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,30.8,72.0,,36.9,,,,,,64.2,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,29.1,67.0,,32.1,,,,,,60.1,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,29.0,67.0,,31.9,,,,,,60.0,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,30.6,75.0,,37.1,,,,,,64.7,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,29.1,68.0,,32.3,,,,,,60.4,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,29.1,54.0,,30.5,,,,,,49.6,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,28.5,66.0,,30.9,,,,,,58.7,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,29.1,64.0,,31.7,,,,,,59.3,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,28.9,68.0,,31.9,,,,,,60.1,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,31.9,58.0,,36.0,,,,,,61.9,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,28.0,66.0,,30.1,,,,,,55.9,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,29.6,55.0,,31.4,,,,,,53.7,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,29.1,56.0,,30.7,,,,,,51.9,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
DELHI,IGNOU,29.9,58.0,,32.3,,,,,,58.6,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,28.6,68.0,,31.4,,,,,,59.6,,Region 4,,Region 5,2025-05-03 20:38:13,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,28.3,81.0,,32.7,,,,,,62.4,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,30.3,75.0,,36.3,,,,,,64.2,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,28.7,69.0,,31.7,,,,,,60.0,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,28.1,70.0,,30.7,,,,,,59.3,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,29.7,82.0,,36.4,,,,,,65.0,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,28.4,71.0,,31.4,,,,,,60.1,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,28.2,65.0,,30.3,,,,,,56.1,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,27.8,63.0,,29.5,,,,,,51.6,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,27.9,70.0,,30.4,,,,,,59.0,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,28.1,75.0,,31.3,,,,,,60.6,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,31.2,61.0,,35.2,,,,,,61.7,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,27.6,70.0,,29.8,,,,,,57.3,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,28.9,64.0,,31.4,,,,,,59.0,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,28.7,59.0,,30.4,,,,,,52.8,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
DELHI,IGNOU,29.1,68.0,,32.3,,,,,,60.4,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,28.1,73.0,,31.1,,,,,,60.1,,Region 4,,Region 5,2025-05-03 21:40:03,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,27.4,91.0,,32.2,,,,,,63.2,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,29.7,76.0,,35.0,,,,,,63.5,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,28.9,67.0,,31.8,,,,,,59.8,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,27.2,73.0,,29.5,,,,,,57.7,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,29.4,79.0,,34.9,,,,,,63.7,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,27.9,78.0,,31.4,,,,,,61.0,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,27.5,60.0,,28.7,,,,,,46.6,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,27.5,64.0,,29.1,,,,,,50.8,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,25.9,87.0,,28.5,,,,,,59.7,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,27.1,79.0,,29.9,,,,,,59.9,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,29.5,73.0,,33.9,,,,,,62.3,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,27.1,75.0,,29.5,,,,,,58.8,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,28.3,73.0,,31.5,,,,,,60.4,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,27.0,70.0,,28.9,,,,,,53.7,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
DELHI,IGNOU,26.7,84.0,,29.7,,,,,,60.4,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,26.9,93.0,,31.3,,,,,,62.8,,Region 4,,Region 5,2025-05-03 22:37:46,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,29.1,80.0,,34.4,,,,,,63.5,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,27.7,71.0,,30.1,,,,,,58.8,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,26.4,100.0,,31.1,,,,,,63.4,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,28.6,89.0,,35.0,,,,,,64.8,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,26.9,81.0,,29.8,,,,,,60.1,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,25.8,76.0,,27.5,,,,,,51.8,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,25.4,90.0,,27.9,,,,,,59.6,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,27.1,75.0,,29.5,,,,,,58.8,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,28.5,81.0,,33.1,,,,,,62.7,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,26.5,83.0,,29.2,,,,,,59.8,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,26.5,86.0,,29.6,,,,,,60.5,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,26.2,76.0,,28.1,,,,,,54.3,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
DELHI,IGNOU,26.5,86.0,,29.6,,,,,,60.5,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,25.7,96.0,,29.0,,,,,,61.3,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,26.2,99.0,,30.5,,,,,,62.9,,Region 4,,Region 5,2025-05-03 23:41:46,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,26.1,100.0,,30.4,,,,,,62.9,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,28.1,87.0,,33.2,,,,,,63.5,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,26.7,76.0,,28.9,,,,,,57.4,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,26.8,77.0,,29.2,,,,,,58.8,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,28.1,91.0,,34.0,,,,,,64.4,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,26.4,81.0,,28.9,,,,,,59.2,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,25.5,79.0,,27.2,,,,,,52.6,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,25.3,92.0,,27.9,,,,,,59.8,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,25.2,93.0,,27.8,,,,,,59.9,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,25.7,99.0,,29.3,,,,,,62.0,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,28.0,89.0,,33.3,,,,,,63.8,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,25.9,87.0,,28.5,,,,,,59.7,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,26.4,87.0,,29.5,,,,,,60.6,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,25.9,80.0,,27.9,,,,,,56.0,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
DELHI,IGNOU,25.5,93.0,,28.3,,,,,,60.4,,Region 4,,Region 5,2025-05-04 00:36:58,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,25.4,100.0,,28.8,,,,,,61.7,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,25.8,80.0,,27.8,,,,,,55.4,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,26.1,79.0,,28.2,,,,,,56.4,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,27.4,98.0,,33.4,,,,,,64.8,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,25.9,81.0,,28.0,,,,,,56.9,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,24.8,86.0,,26.6,,,,,,54.1,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,24.8,95.0,,27.2,,,,,,59.6,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,27.2,96.0,,32.5,,,,,,64.0,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,25.2,99.0,,28.3,,,,,,61.1,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,27.2,92.0,,31.8,,,,,,63.1,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,25.5,91.0,,28.1,,,,,,59.9,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.9,89.0,,28.7,,,,,,60.2,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,25.4,85.0,,27.5,,,,,,57.1,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
DELHI,IGNOU,25.2,95.0,,27.9,,,,,,60.3,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,24.1,98.0,,26.2,,,,,,58.9,,Region 4,,Region 5,2025-05-04 01:39:37,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,27.1,97.0,,32.4,,,,,,64.0,,Region 4,,Region 5,2025-05-04 02:38:09,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,25.6,81.0,,27.5,,,,,,55.0,,Region 4,,Region 5,2025-05-04 02:38:09,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,26.4,77.0,,28.5,,,,,,56.5,,Region 4,,Region 5,2025-05-04 02:38:09,,,,,,,,,,,,,,
NEW_DELHI,LODI ROAD,25.5,81.0,,27.4,,,,,,54.3,,Region 4,,Region 5,2025-05-04 02:38:09,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,24.7,83.0,,26.2,,,,,,50.8,,Region 4,,Region 5,2025-05-04 02:38:09,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,24.5,97.0,,26.8,,,,,,59.5,,Region 4,,Region 5,2025-05-04 02:38:09,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,25.0,100.0,,28.0,,,,,,61.0,,Region 4,,Region 5,2025-05-04 02:38:09,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,24.7,99.0,,27.3,,,,,,60.2,,Region 4,,Region 5,2025-05-04 02:38:09,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,27.3,92.0,,32.1,,,,,,63.3,,Region 4,,Region 5,2025-05-04 02:38:09,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,25.2,93.0,,27.8,,,,,,59.9,,Region 4,,Region 5,2025-05-04 02:38:09,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.8,90.0,,28.6,,,,,,60.2,,Region 4,,Region 5,2025-05-04 02:38:09,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,25.2,79.0,,26.7,,,,,,50.6,,Region 4,,Region 5,2025-05-04 02:38:09,,,,,,,,,,,,,,
DELHI,IGNOU,25.1,95.0,,27.7,,,,,,60.1,,Region 4,,Region 5,2025-05-04 02:38:09,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,24.1,100.0,,26.3,,,,,,59.4,,Region 4,,Region 5,2025-05-04 02:38:09,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,24.4,100.0,,26.8,,,,,,59.9,,Region 4,,Region 5,2025-05-04 03:38:14,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,27.0,95.0,,31.8,,,,,,63.4,,Region 4,,Region 5,2025-05-04 03:38:14,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,24.9,82.0,,26.5,,,,,,51.3,,Region 4,,Region 5,2025-05-04 03:38:14,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,25.6,82.0,,27.6,,,,,,55.8,,Region 4,,Region 5,2025-05-04 03:38:14,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,27.4,98.0,,33.4,,,,,,64.8,,Region 4,,Region 5,2025-05-04 03:38:14,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,23.9,89.0,,25.4,,,,,,50.6,,Region 4,,Region 5,2025-05-04 03:38:14,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,24.7,95.0,,27.0,,,,,,59.4,,Region 4,,Region 5,2025-05-04 03:38:14,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,24.3,96.0,,26.4,,,,,,58.7,,Region 4,,Region 5,2025-05-04 03:38:14,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,26.8,94.0,,31.2,,,,,,62.8,,Region 4,,Region 5,2025-05-04 03:38:14,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,25.2,92.0,,27.7,,,,,,59.6,,Region 4,,Region 5,2025-05-04 03:38:14,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.4,91.0,,28.0,,,,,,59.8,,Region 4,,Region 5,2025-05-04 03:38:14,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,24.1,88.0,,25.6,,,,,,51.1,,Region 4,,Region 5,2025-05-04 03:38:14,,,,,,,,,,,,,,
DELHI,IGNOU,24.8,97.0,,27.3,,,,,,60.0,,Region 4,,Region 5,2025-05-04 03:38:14,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,25.9,99.0,,29.8,,,,,,62.3,,Region 4,,Region 5,2025-05-04 03:38:14,,,,,,,,,,,,,,
GAZIABAD,KV_KAMALA_NEHRU_NAGAR,23.6,96.0,,25.2,,,,,,54.3,,Region 2 or 3,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,26.6,96.0,,31.0,,,,,,62.9,,Region 4,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,24.2,84.0,,25.5,,,,,,48.4,,Region 4,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,24.5,85.0,,26.0,,,,,,51.3,,Region 4,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
NEW_DELHI,SPORTS_COMPLEX,27.0,96.0,,32.0,,,,,,63.6,,Region 4,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
GURGAON,NORTHCAP_UNIVERSITY,24.5,85.0,,26.0,,,,,,51.3,,Region 4,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,24.2,100.0,,26.5,,,,,,59.6,,Region 4,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
EAST_DELHI,SALWAN_PUBLIC_SCHOOL,26.0,99.0,,30.0,,,,,,62.5,,Region 4,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
DELHI,PHARMA_SCIENCE_AND_RESEARCH_UN,27.1,88.0,,31.0,,,,,,62.0,,Region 4,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
DELHI,KV_NARAYNA,25.4,87.0,,27.6,,,,,,58.7,,Region 4,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
DELHI,KV_JANAKPURI,25.7,88.0,,28.3,,,,,,59.6,,Region 4,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
DELHI,KVK_CRPF_CAMPUS,24.3,90.0,,26.0,,,,,,54.1,,Region 4,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
DELHI,IGNOU,25.1,91.0,,27.4,,,,,,59.3,,Region 4,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
CENTRAL_DELHI,PUSA_AMFU,25.7,93.0,,28.7,,,,,,60.7,,Region 4,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
GAZIABAD,KV2_AIRFORCE_HINDON,23.7,97.0,,25.5,,,,,,55.7,,Region 4,,Region 5,2025-05-04 04:38:52,,,,,,,,,,,,,,
SOUTH_WEST_DELHI,NAJAFGARH,27.8,100.0,,35.1,,,,,,65.9,,Region 5,,Region 5,2025-05-04 08:11:27,,,,,,,,,,,,,,
NORTH_WEST_DELHI,PITAMPURA,30.1,79.0,,36.8,,,,,,64.9,,Region 4,,Region 5,2025-05-04 08:11:27,,,,,,,,,,,,,,
NORTH_WEST_DELHI,MUNGESHPUR,27.9,76.0,,31.1,,,,,,60.5,,Region 4,,Region 5,2025-05-04 08:11:27,,,,,,,,,,,,,,
NORTH_DELHI,DELHI_UNIVERSITY,28.6,71.0,,31.8,,,,,,60.4,,Region 4,,Region 5,2025-05-04 08:11:27,,,,,,,,,,,,,,
